B2X0	('Income', 'Tax', 'Cash', 'Products', 'Data', 'Accelerated Computing', 'Data Center', 'Non-GAAP')
B2772X2	('Income', 'Tax', 'Cash', 'Products', 'Assests', 'Financial Statements')
B2774X2	('Data', 'Financial Statements')
B2775X2	('Financial Statements',)
B2779X2	('Management',)
B2788X2	('Directors',)
B2789X2	('Directors',)
B2791X2	('Directors',)
B2794X2	('Stock', 'Management')
B2795X2	('Equity', 'Management', 'Securities')
B2799X2	('Directors',)
B2805X2	('Financial Statements',)
B2807X2	('Income',)
B2809X2	('Income',)
B2813X2	('Equity',)
B2815X2	('Cash',)
B2817X2	('Financial Statements',)
B2824X2	('Income', 'Cash', 'Directors', 'Equity', 'Financial Statements')
B2826X2	('Cash', 'Directors', 'Management', 'Securities', 'Assests', 'Financial Statements')
B2828X2	('Products', 'Data', 'Management', 'Financial Statements')
B2830X2	('Income', 'Data')
B2837X2	('Revenue',)
B2839X2	('Revenue',)
B2871X2	('Income',)
B2877X2	('Income',)
B2887X2	('Income', 'Tax')
B2893X2	('Income', 'Tax')
B2897X2	('Income',)
B2899X2	('Income',)
B2915X2	('Financial Statements',)
B2917X2	('Income',)
B2924X2	('Income',)
B2926X2	('Income', 'Tax', 'Securities')
B2928X2	('Income',)
B2930X2	('Cash',)
B2934X2	('Income',)
B2940X2	('Income', 'Tax')
B2942X2	('Income',)
B2944X2	('Financial Statements',)
B2951X2	('Cash', 'Assests')
B2953X2	('Securities',)
B2965X2	('Assests',)
B2969X2	('Assests',)
B2977X2	('Assests',)
B2985X2	('Assests',)
B2989X2	('Income', 'Tax', 'Assests')
B2993X2	('Assests',)
B2997X2	('Assests',)
B2999X2	('Equity',)
B3027X2	('Stock', 'Equity', 'Common Stock')
B3039X2	('Equity',)
B3043X2	('Equity',)
B3045X2	('Financial Statements',)
B3047X2	('Equity',)
B3048X2	('Stock', 'Income', 'Data', 'Equity')
B3052X2	('Income',)
B3056X2	('Income',)
B3060X2	('Stock', 'Common Stock')
B3066X2	('Stock', 'Tax', 'Cash', 'Equity', 'Restricted Stock')
B3070X2	('Stock',)
B3086X2	('Income',)
B3090X2	('Stock', 'Common Stock')
B3096X2	('Stock', 'Tax', 'Cash', 'Equity', 'Restricted Stock')
B3100X2	('Stock',)
B3104X2	('Stock',)
B3116X2	('Income',)
B3120X2	('Stock', 'Common Stock')
B3126X2	('Stock', 'Tax', 'Cash', 'Restricted Stock')
B3136X2	('Financial Statements',)
B3138X2	('Cash',)
B3145X2	('Income', 'Cash')
B3147X2	('Stock', 'Income', 'Cash')
B3163X2	('Income', 'Tax')
B3165X2	('Assests',)
B3167X2	('Assests',)
B3183X2	('Cash',)
B3189X2	('Cash', 'Securities')
B3195X2	('Securities',)
B3201X2	('Cash', 'Securities', 'Assests')
B3203X2	('Stock', 'Cash')
B3209X2	('Stock', 'Tax', 'Common Stock', 'Restricted Stock')
B3213X2	('Cash',)
B3217X2	('Cash',)
B3221X2	('Cash',)
B3227X2	('Cash',)
B3229X2	('Income', 'Tax', 'Cash')
B3231X2	('Cash',)
B3233X2	('Financial Statements',)
B3236X2	('Stock', 'Income', 'Tax', 'Cash', 'Products', 'Revenue', 'Management', 'Securities', 'Assests', 'Financial Statements')
B3238X2	('Stock', 'Tax', 'Products', 'Revenue', 'Common Stock', 'Financial Statements', 'Restricted Stock')
B3240X2	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Equity', 'Management', 'Securities', 'Assests', 'Financial Statements')
B3242X2	('Income', 'Tax', 'Cash', 'Products', 'Equity', 'Securities', 'Assests', 'Financial Statements')
B3244X2	('Income', 'Cash', 'Data', 'Equity', 'Management', 'Assests', 'Financial Statements')
B3252X2	('Cash',)
B3254X2	('Cash', 'Equity')
B3256X2	('Cash',)
B3258X2	('Equity',)
B3262X2	('Cash',)
B3264X2	('Securities',)
B3270X2	('Assests',)
B3276X2	('Assests',)
B3278X2	('Income', 'Tax')
B3280X2	('Stock', 'Cash', 'Directors')
B3281X2	('Income', 'Tax', 'Revenue', 'Assests', 'Financial Statements')
B3283X2	('Assests',)
B3292X2	('Assests',)
B3296X2	('Assests',)
B3298X2	('Income',)
B3299X2	('Revenue', 'Assests')
B3302X2	('Revenue',)
B3304X2	('Income',)
B3306X2	('Stock', 'Assests')
B3308X2	('Data', 'Financial Statements', 'Data Center')
B3333X2	('Data', 'Data Center')
B3334X2	('Cash',)
B3336X2	('Assests',)
B3339X2	('Stock',)
B3340X2	('Stock', 'Income', 'Restricted Stock')
B3347X2	('Revenue',)
B3363X2	('Stock', 'Financial Statements')
B3365X2	('Equity',)
B3372X2	('Data',)
B3392X2	('Stock',)
B3407X2	('Stock', 'Cash', 'Directors', 'Equity', 'Common Stock', 'Financial Statements', 'Restricted Stock')
B3409X2	('Stock', 'Equity', 'Common Stock')
B3412X2	('Data',)
B3416X2	('Stock', 'Restricted Stock')
B3424X2	('Stock', 'Equity', 'Financial Statements')
B3426X2	('Income',)
B3427X2	('Income',)
B3434X2	('Income', 'Data')
B3442X2	('Equity',)
B3454X2	('Income',)
B3458X2	('Income', 'Equity')
B3464X2	('Income',)
B3469X2	('Assests',)
B3470X2	('Assests',)
B3471X2	('Assests',)
B3485X2	('Assests',)
B3492X2	('Assests',)
B3494X2	('Cash', 'Securities')
B3495X2	('Cash', 'Securities', 'Financial Statements')
B3497X2	('Cash', 'Securities')
B3498X2	('Cash', 'Securities')
B3504X2	('Securities',)
B3512X2	('Securities',)
B3546X2	('Cash', 'Securities')
B3552X2	('Securities',)
B3558X2	('Securities',)
B3592X2	('Securities',)
B3595X2	('Securities',)
B3601X2	('Securities',)
B3607X2	('Securities',)
B3619X2	('Securities',)
B3625X2	('Securities',)
B3638X2	('Income', 'Securities', 'Financial Statements')
B3640X2	('Cash', 'Securities')
B3653X2	('Assests',)
B3654X2	('Assests',)
B3655X2	('Cash', 'Securities', 'Assests')
B3657X2	('Securities',)
B3659X2	('Securities',)
B3661X2	('Securities',)
B3667X2	('Equity', 'Securities', 'Assests')
B3669X2	('Equity', 'Securities')
B3691X2	('Income', 'Equity', 'Securities')
B3692X2	('Financial Statements',)
B3712X2	('Revenue',)
B3736X2	('Assests',)
B3737X2	('Assests',)
B3743X2	('Assests',)
B3759X2	('Assests',)
B3762X2	('Financial Statements',)
B3778X2	('Tax',)
B3782X2	('Revenue',)
B3796X2	('Revenue',)
B3800X2	('Income', 'Tax')
B3802X2	('Income', 'Tax')
B3806X2	('Revenue',)
B3820X2	('Income', 'Tax', 'Revenue')
B3821X2	('Revenue',)
B3822X2	('Revenue',)
B3829X2	('Revenue',)
B3835X2	('Revenue',)
B3837X2	('Revenue',)
B3839X2	('Income', 'Cash', 'Financial Statements')
B3841X2	('Income', 'Assests')
B3847X2	('Cash',)
B3851X2	('Income',)
B3898X2	('Financial Statements',)
B3902X2	('Products', 'Assests')
B3928X2	('Products', 'Data', 'Data Center')
B3929X2	('Revenue',)
B3930X2	('Tax', 'Financial Statements')
B3932X2	('Securities',)
B3934X2	('Stock', 'Directors', 'Securities', 'Assests', 'Financial Statements')
B3936X2	('Income', 'Tax')
B3937X2	('Income', 'Tax')
B3944X2	('Income', 'Tax')
B3964X2	('Tax',)
B3968X2	('Income', 'Tax')
B3972X2	('Income', 'Tax')
B3987X2	('Income', 'Tax')
B3989X2	('Financial Statements',)
B3991X2	('Income', 'Tax')
B3998X2	('Tax',)
B4006X2	('Income', 'Tax')
B4012X2	('Stock', 'Income', 'Tax')
B4016X2	('Income', 'Tax')
B4023X2	('Tax', 'Assests')
B4028X2	('Tax', 'Assests')
B4030X2	('Tax',)
B4034X2	('Tax', 'Assests')
B4038X2	('Tax',)
B4050X2	('Stock',)
B4054X2	('Assests',)
B4058X2	('Tax', 'Assests')
B4062X2	('Tax', 'Assests')
B4066X2	('Tax', 'Assests')
B4070X2	('Tax', 'Assests')
B4072X2	('Tax', 'Assests')
B4073X2	('Tax',)
B4075X2	('Income', 'Tax', 'Management', 'Assests', 'Financial Statements')
B4079X2	('Tax', 'Revenue')
B4088X2	('Tax',)
B4094X2	('Tax',)
B4100X2	('Tax',)
B4102X2	('Income', 'Tax', 'Cash')
B4103X2	('Equity',)
B4104X2	('Financial Statements',)
B4106X2	('Cash', 'Directors')
B4108X2	('Tax',)
B4110X2	('Stock', 'Revenue', 'Data', 'Assests', 'Financial Statements', 'Accelerated Computing', 'Data Center')
B4111X2	('Revenue',)
B4115X2	('Income',)
B4119X2	('Revenue',)
B4123X2	('Income',)
B4127X2	('Revenue',)
B4131X2	('Income',)
B4135X2	('Financial Statements',)
B4143X2	('Stock',)
B4145X2	('Revenue',)
B4148X2	('Revenue',)
B4155X2	('Revenue',)
B4175X2	('Revenue',)
B4177X2	('Revenue',)
B4184X2	('Revenue', 'Data', 'Data Center')
B4210X2	('Revenue',)
B4212X2	('Assests',)
B4217X2	('Assests',)
B4231X2	('Assests',)
B4233X2	('Financial Statements',)
B4246X2	('Tax',)
B4260X2	('Tax',)
B4272X2	('Tax',)
B4276X2	('Tax', 'Revenue', 'Assests', 'Financial Statements')
B4293X2	('Stock',)
B4303X2	('Securities',)
B4341X2	('Directors',)
B4343X2	('Equity',)
B4345X2	('Stock', 'Equity')
B4347X2	('Stock', 'Equity')
B4349X2	('Stock', 'Equity')
B4351X2	('Stock', 'Equity', 'Restricted Stock')
B4353X2	('Stock', 'Equity', 'Restricted Stock')
B4355X2	('Stock', 'Equity', 'Restricted Stock')
B4357X2	('Stock', 'Equity', 'Restricted Stock')
B4359X2	('Stock', 'Equity', 'Restricted Stock')
B4361X2	('Stock', 'Equity', 'Restricted Stock')
B4363X2	('Stock', 'Equity', 'Restricted Stock')
B4367X2	('Stock', 'Equity', 'Restricted Stock')
B4369X2	('Stock', 'Equity', 'Restricted Stock')
B4371X2	('Stock',)
B4391X2	('Securities',)
B4393X2	('Securities',)
B4395X2	('Securities',)
B4397X2	('Securities',)
B4401X2	('Tax',)
B4403X2	('Tax',)
B4405X2	('Tax',)
B4407X2	('Tax',)
B4409X2	('Tax',)
B4411X2	('Data',)
B4412X2	('Management',)
B4413X2	('Management', 'Securities')
B4417X2	('Securities',)
B4419X2	('Securities',)
B4422X2	('Directors',)
B4423X2	('Directors', 'Management')
A1X2	('Accelerated Computing',)
A8X2	('Products', 'Revenue', 'Data', 'Accelerated Computing', 'Data Center')
A9X2	('Tax', 'Data', 'Data Center')
A10X2	('Data', 'Data Center')
A11X2	('Assests', 'Accelerated Computing')
A12X2	('Tax', 'Data', 'Accelerated Computing', 'Data Center')
A13X2	('Products', 'Data', 'Securities', 'Accelerated Computing', 'Data Center')
A14X2	('Stock', 'Directors')
A15X2	('Stock', 'Year 2023', 'Directors', 'Equity', 'Management')
A16X2	('Stock', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Directors', 'Equity', 'Management', 'Securities', 'Restricted Stock', 'Non-GAAP')
A17X2	('Year 2023', 'Income', 'Revenue', 'Data', 'Accelerated Computing', 'Data Center')
A18X2	('Stock', 'Year 2023', 'Products', 'Data', 'Data Center')
A19X2	('Stock', 'Directors', 'Management')
A20X2	('Directors',)
A21X2	('Stock', 'Year 2023', 'Cash', 'Directors', 'Equity', 'Management')
A22X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Non-GAAP')
A24X2	('Stock', 'Common Stock')
A25X2	('Stock', 'Directors')
A26X2	('Stock', 'Directors', 'Common Stock')
A27X2	('Stock', 'Directors')
A28X2	('Stock', 'Directors', 'Management')
A29X2	('Stock', 'Directors', 'Management')
A30X2	('Stock', 'Products', 'Directors', 'Management', 'Financial Statements')
A31X2	('Stock', 'Directors')
A32X2	('Stock', 'Directors', 'Management')
A33X2	('Management',)
A34X2	('Products', 'Directors', 'Management', 'Accelerated Computing')
A35X2	('Stock', 'Directors', 'Data', 'Management')
A36X2	('Directors', 'Management')
A37X2	('Stock', 'Directors', 'Data', 'Management')
A38X2	('Stock',)
A39X2	('Stock', 'Revenue', 'Directors', 'Management')
A40X2	('Stock', 'Directors', 'Management')
A41X2	('Stock', 'Year 2023', 'Tax', 'Equity', 'Management', 'Financial Statements')
A42X2	('Stock', 'Year 2023', 'Directors')
A43X2	('Stock', 'Cash', 'Directors', 'Management')
A44X2	('Year 2023', 'Directors', 'Management')
A45X2	('Stock', 'Year 2023', 'Cash', 'Directors', 'Equity', 'Management', 'Common Stock')
A46X2	('Stock', 'Year 2023', 'Directors')
A47X2	('Year 2022', 'Year 2023', 'Products', 'Data', 'Equity', 'Management', 'Assests', 'Data Center')
A48X2	('Stock', 'Year 2023', 'Equity', 'Management')
A49X2	('Year 2023', 'Products', 'Data', 'Management')
A50X2	('Stock', 'Products', 'Management')
A51X2	('Stock', 'Tax', 'Cash', 'Revenue', 'Directors', 'Equity', 'Common Stock')
A52X2	('Stock', 'Year 2023', 'Cash', 'Directors', 'Financial Statements')
A53X2	('Year 2023', 'Directors', 'Equity')
A54X2	('Stock', 'Directors', 'Management', 'Common Stock', 'Securities')
A55X2	('Stock', 'Directors', 'Common Stock')
A56X2	('Stock', 'Year 2023', 'Management')
A57X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Equity', 'Non-GAAP')
A58X2	('Stock', 'Year 2023', 'Tax', 'Cash', 'Directors', 'Equity', 'Management')
A59X2	('Stock', 'Year 2022', 'Year 2023', 'Cash', 'Revenue', 'Data', 'Equity', 'Management')
A60X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Data', 'Equity', 'Financial Statements', 'Non-GAAP')
A61X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Equity', 'Management', 'Common Stock', 'Non-GAAP')
A62X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Equity', 'Common Stock', 'Non-GAAP')
A63X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Management', 'Non-GAAP')
A64X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Non-GAAP')
A65X2	('Year 2022', 'Year 2023')
A66X2	('Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Equity', 'Non-GAAP')
A67X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Equity', 'Non-GAAP')
A68X2	('Stock', 'Tax', 'Revenue', 'Directors', 'Equity', 'Common Stock', 'Securities', 'Financial Statements')
A69X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Equity', 'Management', 'Common Stock', 'Non-GAAP')
A70X2	('Stock', 'Year 2023', 'Income', 'Cash', 'Equity', 'Financial Statements')
A71X2	('Stock', 'Year 2023', 'Cash', 'Equity', 'Financial Statements')
A72X2	('Stock', 'Equity', 'Common Stock', 'Securities')
A73X2	('Stock', 'Year 2023', 'Tax', 'Common Stock')
A74X2	('Stock', 'Year 2022', 'Year 2023', 'Cash', 'Equity', 'Management', 'Common Stock')
A75X2	('Stock', 'Year 2023', 'Income', 'Revenue', 'Equity', 'Common Stock', 'Securities', 'Non-GAAP')
A76X2	('Stock', 'Year 2023', 'Income', 'Revenue', 'Equity', 'Common Stock', 'Non-GAAP')
A77X2	('Securities',)
A78X2	('Year 2023', 'Directors', 'Management')
A79X2	('Stock',)
A80X2	('Stock', 'Financial Statements')
A81X2	('Year 2023', 'Tax', 'Products', 'Financial Statements')
A82X2	('Year 2023', 'Directors', 'Management', 'Securities', 'Financial Statements')
A83X2	('Stock', 'Year 2023', 'Revenue', 'Directors', 'Equity', 'Common Stock', 'Securities')
A84X2	('Stock', 'Directors', 'Data', 'Management', 'Common Stock', 'Securities', 'Financial Statements')
A85X2	('Stock', 'Directors', 'Data', 'Equity', 'Management', 'Securities', 'Financial Statements')
A86X2	('Products', 'Management')
A87X2	('Products', 'Data', 'Accelerated Computing')
A88X2	('Products', 'Data', 'Accelerated Computing', 'Data Center')
A89X2	('Products', 'Data', 'Management', 'Data Center')
A90X2	('Data', 'Accelerated Computing', 'Data Center')
A91X2	('Products', 'Revenue', 'Data', 'Accelerated Computing', 'Data Center')
A92X2	('Products', 'Accelerated Computing')
A93X2	('Stock', 'Tax', 'Cash', 'Products', 'Directors', 'Data', 'Management', 'Data Center')
A94X2	('Products', 'Data', 'Management', 'Securities', 'Assests', 'Data Center')
A95X2	('Stock', 'Equity', 'Management')
A96X2	('Products', 'Directors', 'Data', 'Management', 'Securities')
A97X2	('Stock', 'Products', 'Revenue', 'Data', 'Common Stock', 'Securities')
A98X2	('Tax', 'Cash', 'Products', 'Revenue', 'Data', 'Accelerated Computing', 'Data Center')
A99X2	('Products', 'Revenue')
A100X2	('Products', 'Revenue', 'Data', 'Data Center')
A101X2	('Products', 'Revenue', 'Accelerated Computing')
A102X2	('Products', 'Revenue', 'Data', 'Management', 'Data Center')
A103X2	('Stock', 'Products', 'Revenue', 'Data', 'Assests')
A104X2	('Tax', 'Products', 'Revenue', 'Data', 'Data Center')
A105X2	('Stock', 'Products', 'Revenue', 'Data', 'Equity', 'Management', 'Securities', 'Assests')
A106X2	('Stock', 'Cash', 'Products', 'Management', 'Financial Statements')
A107X2	('Stock', 'Tax', 'Cash', 'Products', 'Revenue', 'Data', 'Securities')
A108X2	('Products', 'Revenue', 'Data', 'Management', 'Data Center')
A109X2	('Products', 'Data', 'Management')
A110X2	('Products', 'Revenue', 'Data')
A111X2	('Stock', 'Income', 'Tax', 'Cash', 'Products', 'Revenue', 'Securities', 'Assests')
A112X2	('Stock', 'Cash', 'Directors', 'Data', 'Equity', 'Common Stock', 'Securities', 'Assests', 'Financial Statements', 'Data Center')
A113X2	('Stock', 'Tax', 'Data', 'Equity', 'Common Stock', 'Financial Statements', 'Restricted Stock')
A114X2	('Stock', 'Products', 'Revenue', 'Data', 'Management', 'Common Stock', 'Financial Statements', 'Accelerated Computing', 'Data Center')
A115X2	('Income', 'Products', 'Revenue', 'Data', 'Management', 'Data Center')
A116X2	('Income', 'Tax', 'Cash', 'Products', 'Revenue', 'Directors', 'Data', 'Management', 'Securities', 'Assests', 'Financial Statements', 'Accelerated Computing', 'Data Center')
A117X2	('Income', 'Tax', 'Products', 'Revenue', 'Management', 'Assests', 'Financial Statements')
A118X2	('Income', 'Tax', 'Management', 'Assests', 'Financial Statements')
A119X2	('Stock', 'Income', 'Tax', 'Revenue', 'Data', 'Data Center')
A120X2	('Income', 'Tax', 'Cash', 'Revenue', 'Data', 'Equity', 'Securities', 'Financial Statements', 'Data Center')
A121X2	('Stock', 'Income', 'Tax', 'Cash', 'Securities', 'Financial Statements')
A122X2	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Directors', 'Common Stock', 'Securities', 'Financial Statements')
A123X2	('Income', 'Tax', 'Cash', 'Products', 'Assests', 'Financial Statements')
A124X2	('Data', 'Management', 'Financial Statements')
A125X2	('Stock', 'Directors', 'Equity', 'Management', 'Securities')
A126X2	('Income', 'Cash', 'Directors', 'Equity', 'Financial Statements')
A127X2	('Income', 'Cash', 'Directors', 'Equity', 'Management', 'Securities', 'Assests', 'Financial Statements')
A128X2	('Products', 'Data', 'Management', 'Financial Statements')
A129X2	('Income', 'Tax', 'Revenue', 'Data', 'Financial Statements')
A130X2	('Income', 'Tax', 'Cash', 'Securities', 'Financial Statements')
A131X2	('Stock', 'Income', 'Tax', 'Cash', 'Equity', 'Common Stock', 'Securities', 'Assests', 'Financial Statements')
A132X2	('Stock', 'Income', 'Tax', 'Cash', 'Data', 'Equity', 'Common Stock', 'Financial Statements', 'Restricted Stock')
A133X2	('Stock', 'Income', 'Tax', 'Cash', 'Common Stock', 'Securities', 'Assests', 'Financial Statements', 'Restricted Stock')
A134X2	('Stock', 'Income', 'Tax', 'Cash', 'Products', 'Revenue', 'Management', 'Securities', 'Assests', 'Financial Statements')
A135X2	('Stock', 'Tax', 'Products', 'Revenue', 'Common Stock', 'Financial Statements', 'Restricted Stock')
A136X2	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Equity', 'Management', 'Securities', 'Assests', 'Financial Statements')
A137X2	('Income', 'Tax', 'Cash', 'Products', 'Equity', 'Securities', 'Assests', 'Financial Statements')
A138X2	('Income', 'Cash', 'Data', 'Equity', 'Management', 'Assests', 'Financial Statements')
A139X2	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Directors', 'Equity', 'Securities', 'Assests', 'Financial Statements')
A140X2	('Stock', 'Income', 'Revenue', 'Data', 'Assests', 'Financial Statements', 'Data Center')
A141X2	('Stock', 'Income', 'Cash', 'Revenue', 'Data', 'Assests', 'Financial Statements', 'Restricted Stock', 'Data Center')
A142X2	('Stock', 'Cash', 'Directors', 'Data', 'Equity', 'Common Stock', 'Financial Statements', 'Restricted Stock')
A143X2	('Stock', 'Data', 'Equity', 'Common Stock', 'Financial Statements', 'Restricted Stock')
A144X2	('Income', 'Cash', 'Data', 'Equity', 'Securities', 'Assests', 'Financial Statements')
A145X2	('Income', 'Cash', 'Securities', 'Financial Statements')
A146X2	('Income', 'Cash', 'Equity', 'Securities', 'Assests', 'Financial Statements')
A147X2	('Revenue', 'Assests', 'Financial Statements')
A148X2	('Income', 'Tax', 'Cash', 'Revenue', 'Financial Statements')
A149X2	('Income', 'Cash', 'Assests', 'Financial Statements')
A150X2	('Tax', 'Products', 'Revenue', 'Data', 'Assests', 'Financial Statements', 'Data Center')
A151X2	('Stock', 'Directors', 'Securities', 'Assests', 'Financial Statements')
A152X2	('Income', 'Tax', 'Financial Statements')
A153X2	('Stock', 'Income', 'Tax', 'Management', 'Assests', 'Financial Statements')
A154X2	('Income', 'Tax', 'Cash', 'Revenue', 'Equity', 'Financial Statements')
A155X2	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Directors', 'Data', 'Assests', 'Financial Statements', 'Accelerated Computing', 'Data Center')
A156X2	('Stock', 'Revenue', 'Data', 'Assests', 'Financial Statements', 'Data Center')
A157X2	('Tax', 'Revenue', 'Assests', 'Financial Statements')
A158X2	('Stock', 'Directors', 'Equity', 'Securities', 'Restricted Stock')
A159X2	('Stock', 'Tax', 'Data', 'Equity', 'Management', 'Securities', 'Restricted Stock')
A160X2	('Securities',)
A161X2	('Securities',)
A162X2	('Directors', 'Management')
